_id,Processor (CPU),Graphics card (GPU),Memory (RAM),Screen size,Screen resolution,Weight,Hard drives,Size (length x width x height),Operating system (OS),Release date,Amazon.com Lowest New Price,Name
6589cbab8997406b55ed5f0c,Intel Core i5-1145G7,Intel Iris Xe,64gb,14″,Full HD(1920 x 1080 pixels),3.5 lbs(1.59 kg),2000gb SSD,14.09 x 9.19 x 0.78 inches,Windows 11 Pro,"June 6, 2023","$2,412.20",Dell Latitude 5000 Series 5420 14″ (Latitude)
6589cbab8997406b55ed5f0d,Intel Core i3-1115G4,Intel UHD Graphics,16gb,15.6″,HD(1366 x 768 pixels),3.73 lbs(1.69 kg),1000gb SSD,14.11 x 9.53 x 0.71 inches,Windows 11,"March 19, 2022",$498.99,HP Pavilion 15
6589cbab8997406b55ed5f0e,Intel Core i5-1035G1,,8gb,12.4″,,2.45 lbs(1.11 kg),,10.95 x 8.1 x 0.62 inches,,"December 4, 2020",$608.88,Microsoft THJ-00001 Surface Go 12″ (E7MSTHJ00001)
6589cbac8997406b55ed5f0f,Intel Core i7-1165G7,,16gb,14″,Full HD(1920 x 1080 pixels),3.31 lbs(1.5 kg),500gb SSD,12.79 x 8.42 x 0.78 inches,Windows 11 Pro,"November 23, 2023",$569.99,ASUS Vivobook 14″
6589cbac8997406b55ed5f10,AMD Ryzen 9 7945HX,GeForce RTX 4090,64gb,17.3″,Quad HD(2560 x 1440 pixels),6.61 lbs(3 kg),8000gb SSD,15.55 x 11.1 x 1.11 inches,Windows 11 Pro,"December 17, 2023","$4,704.00",HIDevolution 2023 ASUS ROG Strix Scar 17 G733PYV (G733PYV-XH97-HID7)
6589cbac8997406b55ed5f11,AMD Ryzen 5 5625U,,16gb,17.3″,Full HD(1920 x 1080 pixels),4.49 lbs(2.04 kg),1000gb SSD,15.71 x 10.79 x 0.78 inches,Windows 11 Pro,"April 25, 2023",$769.00,Lenovo IdeaPad 3 17 (IdeaPad 3 17)
6589cbac8997406b55ed5f12,Intel Core i7-12800HX,GeForce RTX 3070 Ti,64gb,17.3″,Quad HD(2560 x 1440 pixels),6.39 lbs(2.9 kg),4000gb SSD,15.63 x 11.18 x 1.02 inches,Windows 11 Pro,"June 25, 2022","$2,795.00",EXcaliberPC MSI 17″ (Raider GE77HX 12UGS-004)
6589cbac8997406b55ed5f13,Intel Core i5-1135G7,Intel Iris Graphics,8gb,15.6″,Full HD(1920 x 1080 pixels),4.3 lbs(1.95 kg),250gb SSD,14.08 x 9.48 x 0.73 inches,Chrome OS,"February 28, 2023",$549.00,ASUS Cloud 15″ (CX55)
6589cbac8997406b55ed5f14,,GeForce GT 240M,4gb,17.3″,HD Plus(1600 x 900 pixels),9.3 lbs(4.22 kg),320gb HDD,,Windows 7,"November 17, 2023","$1,299.00",ASUS N71Vn-A1 17″
6589cbac8997406b55ed5f15,Intel Core i9-13900HX,GeForce RTX 4050,64gb,17.3″,Full HD(1920 x 1080 pixels),6.28 lbs(2.85 kg),4000gb SSD,15.63 x 10.32 x 1.11 inches,Windows 11 Home,"November 20, 2023","$2,099.00",Sager NP7881C 17″ (7881C-B2-9-L1)
6589cbac8997406b55ed5f16,Intel Core i5-1135G7,Intel Iris Xe,12gb,15.6″,Full HD(1920 x 1080 pixels),3.86 lbs(1.75 kg),500gb SSD,14.18 x 9.21 x 0.7 inches,Windows 10 Home,"September 24, 2021",$679.99,HP Pavilion 15 (15-eg0053cl)
6589cbac8997406b55ed5f17,AMD Ryzen 7 6800H,GeForce RTX 3070 Ti,32gb,15.6″,Quad HD(2560 x 1440 pixels),4.4 lbs(2 kg),1000gb SSD,14.3 x 10.7 x 1.16 inches,Windows 11 Pro,"August 13, 2023","$1,229.00",Acer Nitro 5 15
6589cbac8997406b55ed5f18,Intel Celeron N3350,,4gb,11.6″,HD(1366 x 768 pixels),2.6 lbs(1.18 kg),32gb SSD,11.5 x 7.8 x 0.8 inches,Chrome OS,"May 13, 2019",$189.90,ASUS Chromebook C223 11″ (C223NA-DH02)
6589cbac8997406b55ed5f19,AMD Ryzen 3 5300U,,8gb,14″,HD(1366 x 768 pixels),3.24 lbs(1.47 kg),250gb SSD,12.76 x 8.86 x 0.71 inches,Windows 11 Home,"November 20, 2023",$378.88,HP 14
6589cbac8997406b55ed5f1a,Intel Core i7 Series,,16gb,15.6″,,2.31 lbs(1.05 kg),500gb SSD,13.99 x 8.89 x 0.46 inches,Windows 10,"May 21, 2021","$1,450.00",Samsung Galaxy Book Pro 15″ (NP950XDB-KB1US)
6589cbad8997406b55ed5f1c,Intel Core i9-13900HX,GeForce RTX 4080,16gb,16″,Quad HD(2560 x 1440 pixels),5.3 lbs(2.4 kg),1000gb SSD,14.05 x 10.78 x 1.1 inches,,"June 29, 2023","$1,899.95",Eluktronics Prometheus XVI G2 16″ (Prometheus XVI G2)
6589cbad8997406b55ed5f1b,AMD Ryzen 3 5300U,,8gb,14″,HD(1366 x 768 pixels),3.24 lbs(1.47 kg),500gb SSD,12.76 x 8.86 x 0.71 inches,Windows 11 Home,"May 29, 2023",$399.00,HP TPN-Q242 14″
6589cbad8997406b55ed5f1d,Intel Celeron N4120,Intel HD Graphics,4gb,14″,HD(1366 x 768 pixels),3.24 lbs(1.47 kg),64gb SSD,12.81 x 8.52 x 0.7 inches,Windows 11,"January 30, 2023",$239.00,HP Stream 14″
6589cbad8997406b55ed5f1e,Intel Core i7-12650H,GeForce RTX 3060,,16″,Quad HD Plus(3200 x 1800 pixels),8.9 lbs(4.04 kg),1000gb SSD,,Windows 11 Home,"March 20, 2022","$1,599.00",MSI Creator M16 (Creator M16 A12UEV-468)
6589cbad8997406b55ed5f1f,Intel Celeron N4120,Intel UHD Graphics 600,16gb,14″,HD(1366 x 768 pixels),3 lbs(1.36 kg),320gb SSD,,Windows 11 Home,"November 16, 2023",$305.99,HP Stream 14″ (Stream)
6589cbad8997406b55ed5f20,Intel Core i3-1115G4,,8gb,14″,Full HD(1920 x 1080 pixels),3.31 lbs(1.5 kg),250gb SSD,12.88 x 9.49 x 0.78 inches,Windows 11 Home,"October 20, 2023",$309.00,Lenovo Ideapad 14″
6589cbad8997406b55ed5f21,Intel Core i3-1115G4,Intel UHD Graphics,20gb,15.6″,Full HD(1920 x 1080 pixels),3.64 lbs(1.65 kg),1000gb SSD,14.31 x 9.39 x 0.7 inches,Windows 11 Home,"November 23, 2023",$399.98,Acer Aspire 3 15″ (Aspire 3)
6589cbad8997406b55ed5f22,AMD Ryzen 5 5500U,Ryzen 5 5500U with Radeon Graphics,64gb,15.6″,Full HD(1920 x 1080 pixels),,1000gb SSD,,Windows 11,"January 2, 2022",$959.00,HP ENVY x360 15 2-in-1
6589cbad8997406b55ed5f23,AMD Ryzen 7 5800H,GeForce RTX 3060,64gb,15.6″,Full HD(1920 x 1080 pixels),5.06 lbs(2.3 kg),2000gb SSD,14.09 x 10.04 x 0.93 inches,Windows 11 Home,"September 2, 2022","$1,299.99",HP Victus 15t
6589cbad8997406b55ed5f24,Intel Core i3-1215U,Intel UHD Graphics,24gb,15.6″,Full HD(1920 x 1080 pixels),3.75 lbs(1.7 kg),120gb SSD,14.16 x 9.15 x 0.7 inches,Windows 11 Home,"November 8, 2023",$415.99,ASUS Vivobook F1504ZA
6589cbad8997406b55ed5f25,Intel Core i7-12700H,GeForce RTX 3070,32gb,15.6″,Full HD(1920 x 1080 pixels),4.96 lbs(2.25 kg),1000gb SSD,14.13 x 10.2 x 0.94 inches,Windows 11,"December 5, 2022","$1,969.00",MSI Pulse GL66 15″
6589cbad8997406b55ed5f26,Intel Celeron N4020,Intel UHD Graphics,16gb,15.6″,HD(1366 x 768 pixels),3.91 lbs(1.77 kg),"500gb SSD, 1000gb HDD",14.33 x 9.8 x 0.78 inches,Windows 11,"April 9, 2022",$629.00,Dell Inspiron 15″ (3510)
6589cbad8997406b55ed5f27,Intel Core i7-1255U,GeForce MX550,32gb,15.6″,Full HD(1920 x 1080 pixels),3.86 lbs(1.75 kg),1000gb SSD,14.18 x 9.21 x 0.7 inches,Windows 10 Pro,"August 1, 2023","$1,149.99",HP 15-EG2373
6589cbad8997406b55ed5f28,AMD Ryzen 5 3450U,Radeon Vega 8 Mobile,8gb,15.6″,Full HD(1920 x 1080 pixels),4.36 lbs(1.98 kg),500gb SSD,14.3 x 9.4 x 0.78 inches,Windows 10 Home,"July 31, 2021",$449.00,Dell Inspiron 15 3000 3505 (3505)
6589cbad8997406b55ed5f29,AMD Ryzen 5 7535HS,GeForce RTX 2050,16gb,15.6″,Full HD(1920 x 1080 pixels),5.06 lbs(2.3 kg),1000gb SSD,14.09 x 10.04 x 0.93 inches,Windows 11 Home,"November 8, 2023",$619.50,HP Victus 15″
6589cbad8997406b55ed5f2a,AMD Ryzen 7 5800H,GeForce RTX 3060,64gb,16″,Quad HD(2560 x 1440 pixels),5.4 lbs(2.45 kg),2000gb SSD,,Windows 11,"September 2, 2022","$2,499.00",Lenovo Legion 5 pro 16″
6589cbae8997406b55ed5f2b,AMD Ryzen 5 5625U,,32gb,15.6″,Full HD(1920 x 1080 pixels),4.41 lbs(2 kg),500gb SSD,14.3 x 9.02 x 0.73 inches,Windows 11 Home,"August 27, 2021",$776.00,HP Envy x360 2-in-1 15″ (Pavilion)
6589cbae8997406b55ed5f2c,AMD Ryzen 5 4600H,GeForce GTX 1650,16gb,17.3″,Full HD(1920 x 1080 pixels),6 lbs(2.72 kg),500gb SSD,15.71 x 10.95 x 1.02 inches,Windows 11 Home,"August 5, 2023",$929.00,ASUS TUF A17
6589cbae8997406b55ed5f2d,Intel Core i7-1165G7,Intel Iris Xe,32gb,15.6″,Full HD(1920 x 1080 pixels),4.35 lbs(1.97 kg),500gb SSD,14.09 x 9.06 x 0.74 inches,Windows 11 Home,"June 22, 2021","$1,079.99",HP Envy 15″ (174R7AV-2209-8315)
6589cbae8997406b55ed5f2e,Intel Celeron Series,Intel UHD Graphics 630,4gb,17.3″,Full HD(1920 x 1080 pixels),5.34 lbs(2.42 kg),64gb SSD,16 x 10.7 x 0.78 inches,Chrome OS,"October 8, 2023",$295.00,ASUS Chromebook 17″
6589cbae8997406b55ed5f2f,Intel Core i3-1115G4,,12gb,15.6″,Full HD(1920 x 1080 pixels),,250gb SSD,,Windows 10 Home,"January 19, 2022",$449.99,Dell Inspiron 3000 15 (Touchi3)
6589cbae8997406b55ed5f30,Intel Core i5-12450H,GeForce RTX 4050,16gb,15.6″,Full HD(1920 x 1080 pixels),7.2 lbs(3.27 kg),500gb SSD,14.13 x 9.99 x 0.85 inches,,"October 11, 2023",$815.00,MSI GF6312VE 15″
6589cbae8997406b55ed5f31,Intel Core i7-1260P,Intel Iris Xe,16gb,15.6″,Full HD(1920 x 1080 pixels),2.54 lbs(1.15 kg),1000gb SSD,14.02 x 8.78 x 0.69 inches,Windows 11 Pro,"April 26, 2023","$1,599.00",LG Gram 15″ (15Z90Q)
6589cbae8997406b55ed5f32,AMD Ryzen 7 4800H,GeForce RTX 3050 Ti,16gb,15.6″,Full HD(1920 x 1080 pixels),5.07 lbs(2.3 kg),500gb SSD,,Windows 11 Home,"December 6, 2022",$984.00,ASUS TUF 15″
6589cbaf8997406b55ed5f33,Intel Core i7-11800H,GeForce RTX 3080,32gb,15.6″,Full HD(1920 x 1080 pixels),4.73 lbs(2.15 kg),2x 500gb SSD,14 x 10.5 x 1.2 inches,Windows 11 Pro,"June 19, 2022","$2,459.00",MSI GP66 Leopard 15″
6589cbaf8997406b55ed5f34,Intel Core i5-12450H,GeForce RTX 2050,16gb,15.6″,Full HD(1920 x 1080 pixels),4.1 lbs(1.86 kg),"500gb SSD, 2000gb HDD",14.13 x 9.99 x 0.85 inches,Windows 11 Home,"July 22, 2023",$859.00,EXcaliberPC MSI 15″ (Thin GF63 12UCX-484US)
6589cbaf8997406b55ed5f35,AMD Ryzen 3 3250U,,16gb,14″,HD(1366 x 768 pixels),3.75 lbs(1.7 kg),1000gb SSD,12.76 x 8.86 x 0.71 inches,Windows 11,"October 1, 2023",$499.99,HP 14-fq0033dx
6589cbaf8997406b55ed5f36,Intel Core i5-1135G7,Intel Iris Xe,8gb,14″,Full HD(1920 x 1080 pixels),4.37 lbs(1.98 kg),500gb SSD,,Windows 11,"July 24, 2023",$393.95,MSI Modern 14 (B1024)
6589cbaf8997406b55ed5f37,Intel Pentium Silver N5030,Intel UHD Graphics,16gb,17.3″,HD Plus(1600 x 900 pixels),4.65 lbs(2.11 kg),500gb SSD,15.8 x 10.16 x 0.81 inches,Windows 11 Home,"December 1, 2023",$459.00,HP 17-CN000 (8C347UA)
6589cbaf8997406b55ed5f38,Intel Core i7-12650H,GeForce RTX 4060,32gb,15.6″,Full HD(1920 x 1080 pixels),4.7 lbs(2.13 kg),1000gb SSD,14.2 x 9.4 x 1 inches,Windows 11 Home,"December 4, 2023","$1,534.99",Gigabyte G5 KF5 15″
6589cbaf8997406b55ed5f39,Intel Core i7 Series,,8gb,15″,4k(3840 x 2160 pixels),3.05 lbs(1.38 kg),500gb SSD,13.4 x 9.6 x 0.58 inches,Windows 11,"November 11, 2022","$1,199.00",Microsoft Surface RFB-00026 15″
6589cbaf8997406b55ed5f3a,Intel Core i7-12700H,GeForce RTX 3070,32gb,15.6″,Full HD(1920 x 1080 pixels),4.96 lbs(2.25 kg),2000gb SSD,14.13 x 10.2 x 0.94 inches,Windows 11 Pro,"May 8, 2023","$1,649.00",MSI Pulse GL66 15″
6589cbaf8997406b55ed5f3d,Intel Core i7-12700H,GeForce RTX 3070 Ti,32gb,16″,WQUXGA(3840 x 2400 pixels),5 lbs(2.27 kg),8000gb SSD,14.02 x 9.78 x 0.88 inches,Windows 11 Pro,"April 12, 2023","$3,399.00",Gigabyte AERO 16
6589cbaf8997406b55ed5f3e,Intel Core i7 Series,,,13.5″,,2.89 lbs(1.31 kg),,13.39 x 9.95 x 2.06 inches,Windows,"April 23, 2022","$1,160.00",Microsoft Surface 5GB-00001 13″
6589cbaf8997406b55ed5f3c,Intel Core i9-12900H,GeForce RTX 3060,64gb,17.3″,Full HD(1920 x 1080 pixels),6.39 lbs(2.9 kg),2000gb SSD,15.65 x 11.21 x 1.03 inches,Windows 11 Home,"October 15, 2023","$2,319.00",MSI Raider GE76 17″ (Raider GE76 12UE)
6589cbaf8997406b55ed5f3b,Intel Core i7-11800H,GeForce RTX 3060,16gb,17.3″,Full HD(1920 x 1080 pixels),6.39 lbs(2.9 kg),1000gb SSD,15.63 x 10.57 x 1.08 inches,Windows 11,"September 12, 2021","$1,213.20",MSI GE76 Raider 17″ (GE76 Raider 11UE-046)
6589cbb08997406b55ed5f3f,Intel Core i5-1135G7,Intel Iris Xe,8gb,13.5″,Quad HD(2560 x 1440 pixels),2.66 lbs(1.21 kg),1000gb SSD,11.9 x 9.21 x 0.63 inches,Windows 10 Pro,"September 6, 2023",$569.00,Acer Swift 3 13
6589cbb08997406b55ed5f41,Intel Core i7-1195G7,Intel Iris Xe,16gb,15.6″,Full HD(1920 x 1080 pixels),4 lbs(1.81 kg),500gb SSD,14.13 x 8.98 x 0.72 inches,Windows 11 Pro,"November 19, 2023","$1,099.99",HP Envy X360 15″ (4N743UA)
6589cbb08997406b55ed5f40,Intel Core i7-10870H,GeForce RTX 3080,64gb,15.6″,Full HD(1920 x 1080 pixels),4.41 lbs(2 kg),1000gb SSD,14.1 x 9.4 x 0.78 inches,,"August 12, 2023","$2,599.00",HIDevolution EVOC 15″ (EV-PC502D-HID14)
6589cbb08997406b55ed5f42,Intel Core i9-13980HX,GeForce RTX 4090,64gb,17″,Quad HD Plus(3200 x 1800 pixels),6.83 lbs(3.1 kg),2000gb SSD,14.97 x 11.73 x 1.13 inches,Windows 11 Pro,"November 19, 2023","$4,905.00",MSI Raider GE78HX 13VI-079US 17″ (Raider)
6589cbb08997406b55ed5f44,AMD Ryzen 7 5700U,,16gb,15.6″,Full HD(1920 x 1080 pixels),3.92 lbs(1.78 kg),1000gb SSD,,Windows 11 Pro,"December 15, 2022",$875.00,Lenovo Thinkpad 15″
6589cbb08997406b55ed5f45,Intel Xeon W-11855M,Quadro T1200,32gb,17.3″,Full HD(1920 x 1080 pixels),9.5 lbs(4.31 kg),1000gb SSD,15.9 x 10.5 x 1.14 inches,Windows 11,"October 8, 2022","$2,628.77",Dell Precision 17″ (7760)
6589cbb08997406b55ed5f43,Intel Core i7-1165G7,,32gb,15.6″,Full HD(1920 x 1080 pixels),3.7 lbs(1.68 kg),1000gb SSD,14.11 x 9.27 x 0.74 inches,Windows 11 Home,"June 13, 2022",$844.99,Dell Inspiron 15 (3511)
6589cbb08997406b55ed5f46,Intel Core i7-1165G7,Intel Iris Xe,16gb,13.4″,WUXGA(1920 x 1200 pixels),6.08 lbs(2.76 kg),500gb SSD,,Windows 11 Home,"October 9, 2021","$1,999.00",Razer Book 13 (RZ09-0357MEM2-R3U1)
6589cbb08997406b55ed5f48,Intel Core i7-11800H,GeForce RTX 3060,32gb,17.3″,Full HD(1920 x 1080 pixels),5.07 lbs(2.3 kg),4000gb SSD,15.68 x 10.76 x 0.95 inches,Windows 10 Pro,"October 12, 2022","$1,894.00",HIDevolution MSI Crosshair 17 A11UEK (MS-Crosshair17066-HID9P)
6589cbb08997406b55ed5f47,Intel Core i3-1215U,,16gb,15.6″,Full HD(1920 x 1080 pixels),3.75 lbs(1.7 kg),1000gb SSD,14.16 x 9.15 x 0.7 inches,Windows 11 Home,"November 4, 2023",$439.99,ASUS Vivobook 15″
6589cbb08997406b55ed5f49,AMD Ryzen 7 7735HS,GeForce RTX 4050,16gb,17.3″,Full HD(1920 x 1080 pixels),5.73 lbs(2.6 kg),1000gb SSD,15.55 x 10.39 x 1 inches,Windows 11 Home,"April 14, 2023","$1,249.00",HIDevolution 2023 ASUS TUF 17″ (FA707NU-DS74-HID1)
6589cbb08997406b55ed5f4a,Intel Core i5-1145G7,Intel UHD Graphics,32gb,14″,Full HD(1920 x 1080 pixels),4.61 lbs(2.09 kg),4000gb SSD,13.6 x 10.7 x 1.3 inches,Windows 11 Pro,"November 2, 2023","$3,779.00",Panasonic Toughbook FZ-55 14″
6589cbb18997406b55ed5f4b,Intel Core i3-1115G4,Intel UHD Graphics,4gb,14″,Full HD(1920 x 1080 pixels),3.3 lbs(1.5 kg),500gb SSD,12.65 x 8.56 x 0.82 inches,Windows 11 Home,"April 2, 2022",$559.99,Lenovo IdeaPad Flex 5i 14″ (82HS00R9US)
6589cbb18997406b55ed5f4c,AMD Ryzen 5 7530U,,,16″,,4.17 lbs(1.89 kg),500gb SSD,14.02 x 9.88 x 0.67 inches,Windows 11 Home,"December 16, 2023",$479.99,Lenovo IdeaPad 16″
6589cbb18997406b55ed5f4d,Intel Core i5-1135G7,Intel Iris Xe,8gb,17.3″,Full HD(1920 x 1080 pixels),4 lbs(1.81 kg),250gb SSD,,Windows 11 Home,"September 25, 2022",$589.00,HP 17-cn0023dx
6589cbb18997406b55ed5f4f,Intel Core i3-1115G4,Intel UHD Graphics,16gb,15.6″,Full HD(1920 x 1080 pixels),4 lbs(1.81 kg),1000gb SSD,,Windows 11 Home,"September 11, 2023",$579.00,ASUS Vivobook F515EA (90NBOTY1-M27120)
6589cbb18997406b55ed5f4e,Intel Core i5-7200U,Intel HD Graphics 620,8gb,15.6″,Full HD(1920 x 1080 pixels),,250gb SSD,14.1 x 9.6 x 0.7 inches,Windows 10 Home,"June 29, 2017",$696.99,Lenovo Yoga 710 15″ (80V50010US)
6589cbb18997406b55ed5f50,Intel Core i7-1165G7,Intel Iris Xe,8gb,14″,Full HD(1920 x 1080 pixels),2.65 lbs(1.2 kg),1000gb SSD,12.71 x 8.35 x 0.63 inches,Windows 10,"February 19, 2023",$639.99,Acer Swift 3 14″ (SF314)
6589cbb18997406b55ed5f51,Intel Core i3-1115G4,,32gb,15.6″,Full HD(1920 x 1080 pixels),7 lbs(3.18 kg),1000gb SSD,,Windows 11 Home,"October 12, 2023",$499.99,HP 20XW003KUS 15″
6589cbb18997406b55ed5f52,Intel Core i9-13950HX,,32gb,16″,Quad HD Plus(3200 x 1800 pixels),5.26 lbs(2.39 kg),1000gb SSD,14.13 x 10.08 x 0.75 inches,Windows 11 Pro,"April 27, 2023","$3,307.51",EXcaliberPC MSI 16″ (CreatorPro Z16HXStudio B13VJTO-067US)
6589cbb18997406b55ed5f53,Intel Core i3-1125G4,Intel UHD Graphics,32gb,17.3″,HD Plus(1600 x 900 pixels),3.75 lbs(1.7 kg),1000gb SSD,15.78 x 10.15 x 0.78 inches,Windows 11,"June 21, 2023",$599.99,HP 17-cn0003dx
6589cbb18997406b55ed5f54,AMD Ryzen 7 4700U,,8gb,14″,Full HD(1920 x 1080 pixels),3.3 lbs(1.5 kg),500gb SSD,12.65 x 8.56 x 0.82 inches,Windows 10 Pro,"May 25, 2022",$647.00,Lenovo Flex 5 2-in-1 14″
6589cbb18997406b55ed5f55,Intel Core i7-13620H,GeForce RTX 4060,16gb,15.6″,Full HD(1920 x 1080 pixels),4.96 lbs(2.25 kg),4000gb SSD,14.13 x 10.2 x 0.98 inches,Windows 11 Pro,"August 1, 2023","$1,669.00",HIDevolution 2023 MSI Katana 15 B13VFK (MS-KATANA15131264-HID3)
6589cbb18997406b55ed5f56,Intel Core i7-1165G7,Intel Iris Xe,16gb,17.3″,HD Plus(1600 x 900 pixels),5.6 lbs(2.54 kg),500gb SSD,15.78 x 10.15 x 0.78 inches,Windows 11 Pro,"December 20, 2023","$1,149.99",HP 17-CN0065CL (52V01UA)
6589cbb28997406b55ed5f57,Intel Core i5-1135G7,Intel Iris Xe,16gb,15.6″,Full HD(1920 x 1080 pixels),3.75 lbs(1.7 kg),500gb SSD,14.11 x 9.53 x 0.71 inches,Windows 11 Pro,"January 11, 2022",$629.00,HP 15 (15)
6589cbb28997406b55ed5f58,Intel Core i7-12700H,Intel Iris Xe,16gb,16″,3072x1920(3072 x 1920 pixels),4.45 lbs(2.02 kg),500gb SSD,14.09 x 9.66 x 0.78 inches,Windows 11 Home,"October 10, 2023","$1,349.00",HP Spectre 16″ (X360)
6589cbb28997406b55ed5f5a,Intel Core i7-11800H,GeForce RTX 3080,16gb,15.6″,Full HD(1920 x 1080 pixels),4.73 lbs(2.15 kg),2x 2000gb SSD,14 x 10.5 x 1.2 inches,Windows 11 Home,"May 8, 2023","$3,049.00",MSI GP66 Leopard 15″
6589cbb28997406b55ed5f5b,Intel Pentium Series,,16gb,15.6″,HD(1366 x 768 pixels),3.93 lbs(1.78 kg),380gb SSD,14.11 x 9.53 x 0.78 inches,Windows 11 Home,"December 6, 2023",$399.00,HP 15
6589cbb28997406b55ed5f59,Intel Core i5-7300U,Intel HD Graphics 620,8gb,14″,Full HD(1920 x 1080 pixels),2.98 lbs(1.35 kg),250gb SSD,12.95 x 9.17 x 0.63 inches,Windows 10 Pro,"August 7, 2021",$375.00,HP Elitebook 1040 G4 14″ (NB.A90271)
6589cbb28997406b55ed5f5c,Intel Celeron N4120,,4gb,11.6″,HD(1366 x 768 pixels),2.3 lbs(1.04 kg),64gb SSD,,Windows 11 Home,"May 18, 2022",$249.95,HP Stream 11″
6589cbb28997406b55ed5f5e,Intel Celeron N4020,Intel UHD Graphics 600,4gb,15.6″,HD(1366 x 768 pixels),,1000gb HDD,,Windows 11 Home,"May 9, 2022",$349.00,HP 15-DW1032 (4S914UAABA)
6589cbb28997406b55ed5f5d,Intel Core i9-13900HX,GeForce RTX 4050,16gb,17.3″,Full HD(1920 x 1080 pixels),6.28 lbs(2.85 kg),2000gb SSD,15.63 x 10.32 x 1.11 inches,Windows 11 Pro,"February 21, 2023","$1,659.00",HIDevolution 2023 EVOC 17″ (EV-NP702B-HX-HID3)
6589cbb28997406b55ed5f5f,Intel Core i7-1165G7,Intel Iris Xe,16gb,16″,WQXGA(2560 x 1600 pixels),2.62 lbs(1.19 kg),2000gb SSD,14.01 x 9.58 x 0.66 inches,Windows 11 Home,"March 18, 2023","$1,689.99",LG Gram 16″ (16Z90P)
6589cbb28997406b55ed5f60,Intel Core i5-1335U,Intel Iris Xe,8gb,17.3″,HD Plus(1600 x 900 pixels),5 lbs(2.27 kg),1000gb SSD,16 x 10 x 1 inches,Windows 11 Pro,"November 21, 2023",$899.99,HP 17t cn300
6589cbb28997406b55ed5f61,Intel Core i7-1165G7,Intel Iris Xe,8gb,14″,Full HD(1920 x 1080 pixels),2.65 lbs(1.2 kg),500gb SSD,12.7 x 8.6 x 0.63 inches,Windows 10 Home,"May 5, 2022",$636.00,Acer Swift 3 14″ (Swift)
6589cbb28997406b55ed5f62,AMD Ryzen 7 5800H,GeForce RTX 3050 Ti,32gb,15.6″,Full HD(1920 x 1080 pixels),,500gb SSD,,Windows 11,"April 28, 2022","$1,268.88",MSI Katana GF66 15″
6589cbb28997406b55ed5f63,Intel Core i7-12650H,GeForce RTX 3070,16gb,15.6″,Full HD(1920 x 1080 pixels),4.41 lbs(2 kg),500gb SSD,,Windows 11 Home,"April 27, 2022","$1,399.99",ASUS TUF Dash F15 (TUF Dash)
6589cbb38997406b55ed5f64,Intel Core i3-1115G4,Intel UHD Graphics,8gb,15.6″,Full HD(1920 x 1080 pixels),4.07 lbs(1.85 kg),250gb SSD,14.26 x 9.98 x 0.78 inches,Windows 11 Home,"March 2, 2023",$419.00,Lenovo IdeaPad 3 15″ (81X800)
6589cbb38997406b55ed5f65,Intel Core i7-8665U,Integrated graphics,32gb,14″,Full HD(1920 x 1080 pixels),2.99 lbs(1.36 kg),500gb SSD,12.65 x 8.43 x 0.7 inches,Windows 11,"October 18, 2023",$384.99,Dell Latitude 7400 14″ (Latitude 7400)
6589cbb38997406b55ed5f66,Intel Core i7-12700H,GeForce RTX 3060,32gb,17.3″,Full HD(1920 x 1080 pixels),6 lbs(2.72 kg),1000gb SSD,15.67 x 10.2 x 0.99 inches,Windows 10 Pro,"June 16, 2023","$1,649.00",MSI GF76 Katana 17″ (GF76 12UE)
6589cbb38997406b55ed5f67,Intel Core i5-1335U,Intel Iris Xe,16gb,16″,WUXGA(1920 x 1200 pixels),4 lbs(1.81 kg),500gb SSD,14.4 x 9.5 x 1 inches,Windows 10 Pro,"September 16, 2023",$818.99,Lenovo ThinkPad E16 Gen 1 (21E6007BUS-6550-313244)
6589cbb38997406b55ed5f68,AMD Ryzen 9 5900HS,GeForce RTX 3080,16gb,15.6″,Quad HD(2560 x 1440 pixels),4.3 lbs(1.95 kg),2x 1000gb SSD,14 x 9.6 x 0.75 inches,Windows 10 Home,"March 19, 2023","$2,599.00",ASUS ROG Zephyrus G15 (GA503QS-212.R93080)
6589cbb38997406b55ed5f69,AMD Ryzen 7 7840HS,GeForce RTX 4060,16gb,16″,Quad HD(2560 x 1440 pixels),,500gb SSD,,,"July 15, 2023","$1,149.00",HP Victus 16″ (84G77UAABA)
6589cbb38997406b55ed5f6b,Intel Core i5-1335U,,8gb,13.3″,Full HD(1920 x 1080 pixels),4.9 lbs(2.22 kg),250gb SSD,12 x 10.9 x 0.7 inches,,"September 22, 2023",$769.99,Dell Latitude 3340 13″ (H1J5M)
6589cbb38997406b55ed5f6a,Intel Core i5-1135G7,Intel Iris Xe,32gb,14″,HD(1366 x 768 pixels),3.21 lbs(1.46 kg),1000gb SSD,12.76 x 8.86 x 0.7 inches,Windows 11 Home,"March 8, 2023",$749.88,HP 14
6589cbb38997406b55ed5f6c,Intel Core i5-1135G7,Intel Iris Xe,32gb,17.3″,HD Plus(1600 x 900 pixels),4.85 lbs(2.2 kg),"1000gb SSD, 2000gb HDD",15.75 x 10.25 x 0.75 inches,Windows 10 Home,"June 19, 2021","$1,599.00",HP 17t-cn000
